userPlantName,cleanedPlantName,sciName,genus,Family,itis_id,rank,notes,isConifer,compoundLeaves,longLeafThreshold
Wineberry,Wineberry,Rubus phoenicolasius,Rubus,Rosaceae,25017,species,,0,NA,NA
Willow,Willow,Salix,Salix,Salicaceae,22476,genus,,0,NA,NA
Weeping willow,Weeping willow,Salix babylonica,Salix,Salicaceae,837788,species,,0,NA,NA
Black willow,Black willow,Salix nigra,Salix,Salicaceae,22484,species,,0,NA,NA
Elderberry,Elderberry,Sambucus,Sambucus,Adoxaceae,35315,genus,,0,NA,NA
Red elderberry,Red elderberry,Sambucus racemosa,Sambucus,Adoxaceae,35326,species,,0,NA,NA
Sassafras,Sassafras,Sassafras,Sassafras,Lauraceae,18157,genus,,0,NA,NA
American mountain-ash,American mountain-ash,Sorbus americana,Sorbus,Rosaceae,25319,species,,0,NA,NA
American bladdernut,American bladdernut,Staphylea trifolia,Staphylea,Staphyleaceae,28646,species,,0,NA,NA
Stewartia rostrata,Stewartia rostrata,Stewartia,Stewartia,Theaceae,21389,genus,,0,NA,NA
Japanese snowbell,Japanese snowbell,Styrax japonicus,Styrax,Styracaceae,505974,species,,0,NA,NA
Symplocos tinctoria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,NA,NA
Lilac,Lilac,Syringa,Syringa,Oleaceae,32994,genus,,0,NA,NA
Syringa reticulata,Syringa reticulata,Syringa reticulata,Syringa,Oleaceae,507196,species,,0,NA,NA
Bald cypress,Bald cypress,Taxodium distichum,Taxodium,Cupressaceae,18041,species,,0,NA,NA
Yew,Yew,Taxus,Taxus,Taxaceae,194882,genus,,1,NA,NA
Northern white-cedar,Northern white-cedar,Thuja occidentalis,Thuja,Cupressaceae,505490,species,,1,NA,NA
White cedar,White cedar,Thuja occidentalis,Thuja,Cupressaceae,505490,species,,1,NA,NA
American basswood,American basswood,Tilia americana,Tilia,Malvaceae,21536,species,,0,NA,NA
Basswood,Basswood,Tilia americana,Tilia,Malvaceae,21536,species,,0,NA,NA
Littleleaf linden,Littleleaf linden,Tilia cordata,Tilia,Malvaceae,505507,species,,0,NA,NA
Tilia cordata,Tilia cordata,Tilia cordata,Tilia,Malvaceae,505507,species,,0,NA,NA
Tilia x europaea,Tilia x europaea,Tilia X europaea,Tilia,Malvaceae,21538,species,,0,NA,NA
Chinese tallowtree,Chinese tallowtree,Triadica sebifera,Triadica,Euphorbiaceae,522777,species,,0,NA,NA
Eastern hemlock,Eastern hemlock,Tsuga canadensis,Tsuga,Pinaceae,183397,species,,1,NA,NA
Carolina hemlock,Carolina hemlock,Tsuga caroliniana,Tsuga,Pinaceae,183399,species,,1,NA,NA
Elm,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,NA,NA
Ulmus,Ulmus,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,NA,NA
Winged elm,Winged elm,Ulmus alata,Ulmus,Ulmaceae,19051,species,,0,NA,NA
American elm,American elm,Ulmus americana,Ulmus,Ulmaceae,19049,species,,0,NA,NA
Siberian elm,Siberian elm,Ulmus pumila,Ulmus,Ulmaceae,19057,species,,0,NA,NA
Slippery elm,Slippery elm,Ulmus rubra,Ulmus,Ulmaceae,19050,species,,0,NA,NA
White elm,White elm,Ulmus americana,Ulmus,Ulmaceae,19049,species,,0,NA,NA
California laurel,California laurel,Umbellularia californica,Umbellularia,Lauraceae,18208,species,,0,NA,NA
Blueberry,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,NA,NA
Vaccinium,Vaccinium,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,NA,NA
Highbush blueberry,Highbush blueberry,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,NA,NA
Vaccinium caesariense,Vaccinium caesariense,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,NA,NA
Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,NA,NA
Vaccinum corymbosum,Vaccinum corymbosum,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,NA,NA
Vaccineum stamineum,Vaccineum stamineum,Vaccinium stamineum,Vaccinium,NA,233615,species,,0,NA,NA
Tungoil tree,Tungoil tree,Vernicia fordii,Vernicia,Euphorbiaceae,505662,species,,0,NA,NA
Viburnum,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,NA,NA
Mapleleaf viburnum,Mapleleaf viburnum,Viburnum acerifolium,Viburnum,Adoxaceae,35255,species,,0,NA,NA
Vibirnum dentatum,Vibirnum dentatum,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,NA,NA
Viburnum dentatum,Viburnum dentatum,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,NA,NA
Viburnum dilatatum,Viburnum dilatatum,Viburnum dilatatum,Viburnum,Adoxaceae,505677,species,,0,NA,NA
Viburnum lentago,Viburnum lentago,Viburnum lentago,Viburnum,Adoxaceae,35266,species,,0,NA,NA
Possumhaw viburnum,Possumhaw viburnum,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,NA,NA
Viburnum nudum,Viburnum nudum,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,NA,NA
Viburnum plicatum,Viburnum plicatum,Viburnum plicatum,Viburnum,Adoxaceae,35272,species,,0,NA,NA
Blackhaw,Blackhaw,Viburnum prunifolium,Viburnum,Adoxaceae,35253,species,,0,NA,NA
Viburnum rufidulum,Viburnum rufidulum,Viburnum rufidulum,Viburnum,Adoxaceae,35274,species,,0,NA,NA
Viburnum cassinoide,Viburnum cassinoide,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,NA,NA
Viburnum trilobum,Viburnum trilobum,Viburnum opulus,Viburnum,Adoxaceae,35270,species,,0,NA,NA
Canyon grape,Canyon grape,Vitis arizonica,Vitis,Vitaceae,28612,species,,0,NA,NA
Wisteria,Wisteria,Wisteria,Wisteria,Fabaceae,27019,genus,,0,NA,NA
Japanese zelkova,Japanese zelkova,Zelkova serrata,Zelkova,Ulmaceae,505790,species,,0,NA,NA
Zelkova serrata,Zelkova serrata,Zelkova serrata,Zelkova,Ulmaceae,505790,species,,0,NA,NA
Birch spp.,Birch,Betula,Betula,Betulaceae,19478,genus,,0,NA,NA
N/A,NA,NA,NA,NA,NA,NA,,0,NA,NA
Elm spp.,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,NA,NA
Hop hornbeam,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,NA,NA
Dogwood spp.,Dogwood,Cornus,Cornus,Cornaceae,27798,genus,,0,NA,NA
Basswood spp.,Basswood,Tilia,Tilia,Malvaceae,21535,genus,,0,NA,NA
Honey suckle,Honeysuckle,Lonicera,Lonicera,Caprifoliaceae,35281,genus,,0,NA,NA
Hydrangeas,Hydrangea,Hydrangea,Hydrangea,Hydrangeaceae,24194,genus,,0,NA,NA
Serviceberry spp.,Serviceberry,Amelanchier,Amelanchier,Rosaceae,25108,genus,,0,NA,NA
Hackberry spp.,Hackberry,Celtis,Celtis,Cannabaceae,19039,genus,,0,NA,NA
Hickory spp.,Hickory,Carya,Carya,Juglandaceae,19223,genus,,0,1,NA
Cherry and plum spp.,Cherry plum,Prunus,Prunus,Rosaceae,24772,genus,,0,NA,NA
Prunus spp.,Prunus,Prunus,Prunus,Rosaceae,24772,genus,,0,NA,NA
Vaccinium spp,Vaccinium,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,NA,NA
Rhododendron sp,Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,NA,NA
White fir,White fir,Abies concolor,Abies,Pinaceae,181826,species,,1,NA,NA
Maple spp.,Maple,Acer,Acer,Sapindaceae,28727,genus,,0,NA,NA
Oak spp.,Oak,Quercus,Quercus,Fagaceae,19276,genus,,0,NA,NA
Quercus spp.,Quercus,Quercus,Quercus,Fagaceae,19276,genus,,0,NA,NA
White-cedar spp.,White-cedar,Chamaecyparis thyoides,Chamaecyparis,Cupressaceae,18046,species,,0,NA,NA
Magnolia spp.,Magnolia,Magnolia,Magnolia,Magnoliaceae,18069,genus,,0,NA,NA
Ironwood,Ironwood,Olneya tesota,Olneya,Fabaceae,26808,species,,0,NA,NA
Blueberry vaccinium sp.,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,NA,NA
Maple leaf viburnum,Mapleleaf viburnum,Viburnum acerifolium,Viburnum,Adoxaceae,35255,species,,0,NA,NA
Hawthorn spp.,Hawthorn,Crataegus,Crataegus,Rosaceae,24539,genus,,0,NA,NA
Willow spp.,Willow,Salix,Salix,Salicaceae,22476,genus,,0,NA,NA
Red osier dogwood,Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,NA,NA
Apple spp.,Apple,Malus,Malus,Rosaceae,25254,genus,,0,NA,NA
Simplocos tinctoria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,NA,NA
Walnut spp.,Walnut,Juglans,Juglans,Juglandaceae,19248,genus,,0,1,NA
Hop-hornbeam,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,NA,NA
Red-osier dogwood,Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,NA,NA
Ulmus sp.,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,NA,NA
American yellowwood,Yellowwood,Cladrastis kentukea,Cladrastis,Fabaceae,26539,species,,0,NA,NA
Red osier dogwood (cornus sericea),Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,NA,NA
Ash spp.,Ash,Fraxinus,Fraxinus,Oleaceae,32928,genus,,0,1,NA
Alder spp.,Alder,Alnus,Alnus,Betulaceae,19466,genus,,0,NA,NA
Unknown,NA,NA,NA,NA,NA,NA,,NA,NA,NA
Buckeye spp.,Buckeye,Aesculus,Aesculus,Sapindaceae,28714,genus,,0,NA,NA
Beech spp.,Beech,Fagus,Fagus,Fagaceae,19461,genus,,0,NA,NA
Rhododendron spp.,Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,NA,NA
Clerya spp.,Clerya,Unknown,Unknown,NA,NA,genus,possibly Cleyera?,0,NA,NA
Camellia spp.,Camellia,Camellia,Camellia,Theaceae,500689,genus,,0,NA,NA
Catalpa spp.,Catalpa,Catalpa,Catalpa,Bignoniaceae,34312,genus,,0,NA,NA
Azalea spp.,Azalea,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,NA,NA
Symplocos tinctotria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,NA,NA
Pear tree,Pear,Pyrus,Pyrus,Rosaceae,25294,genus,,0,NA,NA
Sweet gum,Sweetgum,Liquidambar,Liquidambar,Altingiaceae,19026,species,,0,NA,NA
Sumac?,Sumac,Rhus,Rhus,Anacardiaceae,28772,genus,,0,1,NA
Sumac spp.,Sumac,Rhus,Rhus,Anacardiaceae,28772,genus,,0,1,NA
Mulberry spp.,Mulberry,Morus,Morus,Moraceae,19064,genus,,0,NA,NA
Quihoui???,Waxyleaf privet,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,NA,NA
Olive quihoui??,Waxyleaf privet,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,NA,NA
Privet spp.,Privet,Ligustrum,Ligustrum,Oleaceae,32973,genus,,0,NA,NA
Bush honeysuckle (caprifoliaceae family),Bush honeysuckle,Diervilla,Diervilla,Diervillaceae,35309,genus,,0,NA,NA
Box elder (acer negundo),Boxelder,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,NA
Sycamore spp.,Sycamore,Platanus,Platanus,Platanaceae,19019,genus,,0,NA,NA
Calycanthus sp.,Calycanthus,Calycanthus,Calycanthus,Calycanthaceae,18139,genus,,0,NA,NA
Blueberry spp.,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,NA,NA
Boxelder maple,Boxelder maple,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,NA
California-laurel,California laurel,Umbellularia,Umbellularia,Lauraceae,18207,species,,0,NA,NA
Viburnum spp.,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,NA,NA
American witch-hazel,American witchhazel,Hamamelis virginiana,Hamamelis,Hamamelidaceae,19033,species,,0,NA,NA
Hawthorn sp.,Hawthorn,Crataegus,Crataegus,Rosaceae,24539,genus,,0,NA,NA
8,NA,NA,NA,NA,NA,NA,,0,NA,NA
9,NA,NA,NA,NA,NA,NA,,0,NA,NA
Viburnum sp,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,NA,NA
Persimmon spp.,Persimmon,Diospyros,Diospyros,Ebenaceae,23853,genus,,0,NA,NA
Crab apple sp,Apple,Malus,Malus,Rosaceae,25254,genus,,0,NA,NA
Yew spp.,Yew,Taxus,Taxus,Taxaceae,194882,genus,,1,NA,NA
Honeysuckle spp.,Honeysuckle,Lonicera,Lonicera,Caprifoliaceae,35281,genus,,0,NA,NA
Burr oak,Bur oak,Quercus macrocarpa,Quercus,Fagaceae,19287,species,,0,NA,NA
Buxus spp.,Buxus,Buxus,Buxus,Buxaceae,28022,genus,,0,NA,NA
Yaupon,Yaupon,Ilex vomitoria,Ilex,Aquifoliaceae,27986,species,,0,NA,NA
Pear spp.,Pear,Pyrus,Pyrus,Rosaceae,25294,genus,,0,NA,NA
Ficus spp.,Ficus,Ficus,Ficus,Moraceae,19081,genus,,0,NA,NA
Carpinus spp.,Carpinus,Carpinus,Carpinus,Betulaceae,19503,genus,,0,NA,NA
Feijoa sellowiana,Acca sellowiana,Acca sellowiana,Acca,Myrtaceae,834974,species,,0,NA,NA
Olea spp.,Olea,Olea,Olea,Oleaceae,32989,genus,,0,NA,NA
Osmanthus fragrans,Osmanthus fragrans,Osmanthus fragrans,Osmanthus,Oleaceae,505977,species,,0,NA,NA
Illicium spp.,Illicium,Illicium,Illicium,Schisandraceae,18082,genus,,0,NA,NA
Magnolia figo,Magnolia figo,Magnolia figo,Magnolia,NA,NA,species,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0,NA,NA
Asimina spp.,Asimina,Asimina,Asimina,Annonaceae,18108,genus,,0,NA,NA
Eastern sweet shrub,Eastern sweetshrub,Calycanthus floridus,Calycanthus,Calycanthaceae,18142,species,,0,NA,NA
Lilac spp.,Lilac,Syringa,Syringa,Oleaceae,32994,genus,,0,NA,NA
Virburnum,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,NA,NA
Gardenia spp.,Gardenia,Gardenia,Gardenia,Rubiaceae,35159,genus,,0,NA,NA
Forsythia spp.,Forsythia,Forsythia,Forsythia,Oleaceae,32961,genus,,0,NA,NA
Carolina laurel cherry,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,NA,NA
White spruce,White spruce,Picea glauca,Picea,Pinaceae,183295,species,,1,NA,NA
Cherry spp.,Cherry,Prunus,Prunus,Rosaceae,24762,genus,,0,NA,NA
Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier,Rosaceae,25109,species,,0,NA,NA
Green alder,Green alder,Alnus viridis,Alnus,Betulaceae,181892,species,,0,NA,NA
Buxus sempervirens,Buxus sempervirens,Buxus sempervirens,Buxus,Buxaceae,501097,species,,0,NA,NA
Euonymus japonicus,Euonymus japonicus,Euonymus japonicus,Euonymus,Celastraceae,894987,species,,0,NA,NA
Nerium oleander,Nerium oleander,Nerium oleander,Nerium,Apocynaceae,30184,species,,0,NA,NA
Viburnum tinus,Viburnum tinus,Viburnum tinus,Viburnum,Adoxaceae,505680,species,,0,NA,NA
Nothoscordum gracile (onionweed),Nothoscordum gracile,Nothoscordum gracile,Nothoscordum,Amaryllidaceae,503967,species,,0,NA,NA
Texas sophora,Styphnolobium affine,Styphnolobium affine,Styphnolobium,Fabaceae,820256,species,,0,NA,NA
Lombardy poplar,Lombardy's poplar,Populus nigra,Populus,Salicaceae,22468,species,,0,NA,NA
Yucca rostrata,Yucca rostrata,Yucca rostrata,Yucca,Asparagaceae,43150,species,,0,NA,60
American beautyberry,American beautyberry,Callicarpa americana,Callicarpa,Lamiaceae,32144,species,,0,NA,NA
Carolina cherry laurel,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,NA,NA
Gum bumelia,Gum bully,Sideroxylon lanuginosum,Sideroxylon,Sapotaceae,505219,species,,0,NA,NA
Leatherleaf mahonia,Beale's barberry,Berberis bealei,Berberis,Berberidaceae,509499,species,,0,NA,NA
Stretchberry,Stretchberry,Forestiera pubescens,Forestiera,Oleaceae,32957,species,,0,NA,NA
Chinese holly,Chinese holly,Ilex cornuta,Ilex,Aquifoliaceae,503155,species,,0,NA,NA
Heavenly bamboo,Heavenly bamboo,Nandina domestica,Nandina,Berberidaceae,18848,species,,0,NA,NA
Groundsel tree,Eastern baccharis,Baccharis halimifolia,Baccharis,Asteraceae,35682,species,,0,NA,NA
Chinese privet,Chinese privet,Ligustrum sinense,Ligustrum,Oleaceae,32979,species,,0,NA,NA
Fishpole bamboo,Golden bamboo,Phyllostachys aurea,Phyllostachys,Poaceae,42023,species,,0,NA,NA
Japanese spindle tree,Japanese spindletree,Euonymus japonicus,Euonymus,Celastraceae,894987,species,,0,NA,NA
Common gardenia,Common gardenia,Gardenia volkensii,Gardenia,Rubiaceae,845972,species,,0,NA,NA
Tree privet,Tree privet,Ligustrum lucidum,Ligustrum,Oleaceae,503450,species,,0,NA,NA
Reeves spiraea,Reeve's meadowsweet,Spiraea cantoniensis,Spiraea,Rosaceae,505334,species,,0,NA,NA
Buttonwood-mangrove,Button mangrove,Conocarpus erectus,Conocarpus,Combretaceae,27766,species,,0,NA,NA
Strawberry bush,Strawberry bush,Euonymus americanus,Euonymus,Celastraceae,27947,species,,0,NA,NA
Winged eonymous,Winged euonymus,Euonymus alatus,Euonymus,Celastraceae,27946,species,,0,NA,NA
Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum,Adoxaceae,505679,species,,0,NA,NA
Silver poplar,White poplar,Populus alba,Populus,Salicaceae,22451,species,,0,NA,NA
Mountain maple,Mountain maple,Acer spicatum,Acer,Sapindaceae,28758,species,,0,NA,NA
Carolina laurelcherry,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,NA,NA
Bigleaf snowbell,Bigleaf snowbell,Styrax grandifolius,Styrax,Styracaceae,505399,species,,0,NA,NA
American sweetgum,American sweetgum,Liquidambar styraciflua,Liquidambar,Altingiaceae,19027,species,,0,NA,NA
Sweetbay magnolia,Sweetbay,Magnolia virginiana,Magnolia,Magnoliaceae,18070,species,,0,NA,NA
Prunus spp. (apricot),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,NA,NA
Prunus spp. (cherry),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,NA,NA
Punica spp.,Punica,Punica,Punica,Lythraceae,27277,genus,,0,NA,NA
Camptotheca spp.,Camptotheca,Camptotheca,Camptotheca,Nyssaceae,500635,species,,0,NA,NA
Viburnum awabuki,Sweet arrowwood,Viburnum odoratissimum,Viburnum,Adoxaceae,505678,species,,0,NA,NA
Eriobotrya japonica,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya,Rosaceae,502403,species,,0,NA,NA
Silverbell spp.,Silverbell,Halesia,Halesia,Styracaceae,23863,species,,0,NA,NA
Black haw,Black haw,Viburnum prunifolium,Viburnum,Adoxaceae,35253,species,,0,NA,NA
Pussy willow,Pussy willow,Salix discolor,Salix,Salicaceae,22524,species,,0,NA,NA
Prunus spp.(plum),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,NA,NA
Cockspur hawthorn,Cockspur hawthorn,Crataegus crus-galli,Crataegus,Rosaceae,24552,species,,0,NA,NA
Honey locust,Honey locust,Gleditsia triacanthos,Gleditsia,Fabaceae,26714,species,,0,NA,NA
Winged euonymus,Winged euonymus,Euonymus alatus,Euonymus,Celastraceae,27946,species,,0,NA,NA
Prunus laurocerasus,Prunus laurocerasus,Prunus laurocerasus,Prunus,Rosaceae,24786,species,,0,NA,NA
Japanese cherry,Japanese flowering cherry,Prunus serrulata,Prunus,Rosaceae,506233,species,,0,NA,NA
Alnus crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus,Betulaceae,181894,species,,0,NA,NA
Rosa acicularis,Rosa acicularis,Rosa acicularis,Rosa,Rosaceae,24812,species,,0,NA,NA
Rubus idaeus,Rubus idaeus,Rubus idaeus,Rubus,Rosaceae,24947,species,,0,NA,NA
Lonicera involucrata,Lonicera involucrata,Lonicera involucrata,Lonicera,Caprifoliaceae,35297,species,,0,NA,NA
Franklin tree,Franklin tree,Franklinia alatamaha,Franklinia,Theaceae,21384,species,,0,NA,NA
Crepe myrtle spp.,Crepe myrtle,Lagerstroemia,Lagerstroemia,Lythraceae,27109,genus,,0,NA,NA
Prunus salicina,Prunus salicina,Prunus salicina,Prunus,Rosaceae,506232,species,,0,NA,NA
Tilia tomentosa,Tilia tomentosa,Tilia tomentosa,Tilia,Malvaceae,845764,species,,0,NA,NA
Ulmus carpinifolia,Ulmus procera,Ulmus procera,Ulmus,Ulmaceae,19056,species,,0,NA,NA
Pitch pine,Pitch pine,Pinus rigida,Pinus,Pinaceae,183376,species,,1,NA,NA
Sassafras spp.,Sassafras,Sassafras,Sassafras,Lauraceae,18157,genus,,0,NA,NA
Cedar elm,Cedar elm,Ulmus crassifolia,Ulmus,Ulmaceae,19052,species,,0,NA,NA
Loblolly pine,Loblolly pine,Pinus taeda,Pinus,Pinaceae,18037,species,,1,NA,NA
Prickly ash,Pricklyash,Zanthoxylum,Zanthoxylum,Rutaceae,28849,species,,0,NA,NA
Fremont cottonwood,Fremont's cottonwood,Populus fremontii,Populus,Salicaceae,22459,species,,0,NA,NA
Rosa spp.,Rosa,Rosa,Rosa,Rosaceae,24807,genus,,0,NA,NA
Cypress spp.,Cypress,Cupressus,Cupressus,Cupressaceae,183455,genus,,0,NA,NA
Elderberry spp.,Elderberry,Sambucus,Sambucus,Adoxaceae,35315,genus,,0,NA,NA
Eastern cottonwood,Eastern cottonwood,Populus deltoides,Populus,Salicaceae,22445,species,,0,NA,NA
"Azalea, rhododendron spp.",Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,NA,NA
Post oak,Post oak,Quercus stellata,Quercus,Fagaceae,19422,species,,0,NA,NA
Shortleaf pine,Shortleaf pine,Pinus echinata,Pinus,Pinaceae,183335,species,,1,NA,NA
Syringa vulgaris,Syringa vulgaris,Syringa vulgaris,Syringa,Oleaceae,32996,species,,0,NA,NA
Horse chestnut,Horse chestnut,Aesculus hippocastanum,Aesculus,Sapindaceae,28721,species,,0,1,NA
Arizona white oak,Arizona white oak,Quercus arizonica,Quercus,Fagaceae,19292,species,,0,NA,NA
Norway spruce,Norway spruce,Picea abies,Picea,Pinaceae,183289,species,,1,NA,NA
Shining willow,Shining willow,Salix lucida,Salix,Salicaceae,22554,species,,0,NA,NA
Myrobalan plum,Myrobalan plum,Prunus cerasifera,Prunus,Rosaceae,24772,species,,0,NA,NA
Magnolia kobus,Magnolia kobus,Magnolia kobus,Magnolia,Magnoliaceae,895295,species,,0,NA,NA
Prunus serulata (japanese cherry blossom),Prunus serrulata,Prunus serrulata,Prunus,Rosaceae,506233,species,,0,NA,NA
Prunus sargentii,Prunus sargentii,Prunus sargentii,Prunus,NA,NA,species,according to Global Names Resolver it's recognized in databases like The International Plant Names Index,0,NA,NA
Amelanchier,Amelanchier,Amelanchier,Amelanchier,Rosaceae,25108,genus,,0,NA,NA
Prunus rosaceae,Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,NA,NA
Staghorn sumac,Staghorn sumac,Rhus typhina,Rhus,Anacardiaceae,28777,species,,0,1,NA
Cottonwood and poplar spp.,Populus,Populus,Populus,Salicaceae,22444,genus,,0,NA,NA
Buckthorn spp.,Buckthorn,Rhamnus,Rhamnus,Rhamnaceae,28561,genus,,0,NA,NA
Quercus hemispherica,Quercus hemisphaerica,Quercus hemisphaerica,Quercus,Fagaceae,195108,species,,0,NA,NA
Prunus umbellata,Prunus umbellata,Prunus umbellata,Prunus,Rosaceae,24805,species,,0,NA,NA
Ilex ambigua,Ilex ambigua,Ilex ambigua,Ilex,Aquifoliaceae,27987,species,,0,NA,NA
Hibiscus coccineus albus,Hibiscus coccineus,Hibiscus coccineus,Hibiscus,Malvaceae,21625,species,,0,NA,NA
Quercus nuttallii,Quercus texana,Quercus texana,Quercus,Fagaceae,195188,species,,0,NA,NA
Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus,Malvaceae,21612,species,,0,NA,NA
Eastern redcedar,Eastern redcedar,Juniperus virginiana,Juniperus,Cupressaceae,18048,species,,1,NA,NA
Southern arrowwood,Southern arrowwood,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,NA,NA
Cucumbertree,Cucumbertree,Magnolia acuminata,Magnolia,Magnoliaceae,18071,species,,0,NA,40
Redcedar/juniper spp.,Juniperus,Juniperus,Juniperus,Cupressaceae,18047,genus,,1,NA,NA
Red pine,Red pine,Pinus resinosa,Pinus,Pinaceae,183375,species,,1,NA,NA
Witch-hazel,Witch hazel,Hamamelidaceae,Hamamelidaceae,Hamamelidaceae,19025,genus,,0,NA,NA
Winged sumac,Winged sumac,Rhus copallinum,Rhus,Anacardiaceae,504754,species,,0,1,NA
Lonicera sempervirens,Lonicera sempervirens,Lonicera sempervirens,Lonicera,Caprifoliaceae,35303,species,,0,NA,NA
Water hickory,Water hickory,Carya aquatica,Carya,Juglandaceae,845188,species,,0,NA,NA
Blackgum tupelo,Blackgum,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,,0,NA,NA
Yaupon holly,Yaupon,Ilex vomitoria,Ilex,Aquifoliaceae,27986,species,,0,NA,NA
Chastetree,Chastetree,Vitex,Vitex,Lamiaceae,32220,genus,,0,NA,NA
Duranta,Duranta,Duranta,Duranta,Verbenaceae,32168,genus,,0,NA,NA
Golden thryallis,Galphimia glauca,Galphimia glauca,Galphimia,Malpighiaceae,847560,species,,0,NA,NA
Lantana,Lantana,Lantana,Lantana,Verbenaceae,32173,genus,,0,NA,NA
Southern red cedar,Southern red-cedar,Juniperus virginiana var. silicicola,Juniperus,NA,528648,species,,1,NA,NA
Cabbage palmetto,Cabbage palmetto,Sabal palmetto,Sabal,Arecaceae,42506,species,,0,NA,80
Silverberry,Silverberry,Elaeagnus commutata,Elaeagnus,Elaeagnaceae,27771,species,,0,NA,NA
Loropetalum,Loropetalum,Loropetalum,Loropetalum,NA,NA,genus,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0,NA,NA
Chinese elm,Chinese elm,Ulmus parvifolia,Ulmus,Ulmaceae,19055,species,,0,NA,NA
Windy salvia,Salvia,Salvia,Salvia,Lamiaceae,32680,genus,a hybrid I believe,0,NA,NA
Eastern baccharis,Eastern baccharis,Baccharis halimifolia,Baccharis,Asteraceae,35682,species,,0,NA,NA
Pine spp.,Pine,Pinus,Pinus,Pinaceae,18035,genus,,1,NA,NA
Nannyberry,Nannyberry,Viburnum lentago,Viburnum,Adoxaceae,35266,species,,0,NA,NA
Hophornbeam spp.,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,NA,NA
Tree of heaven,Tree of heaven,Ailanthus altissima,Ailanthus,Simaroubaceae,28827,species,,0,1,NA
Tupelo spp.,Tupelo,Nyssa,Nyssa,Nyssaceae,27820,genus,,0,NA,NA
Hazelnut spp.,Hazelnut,Corylus,Corylus,Betulaceae,19505,genus,,0,NA,NA
