userPlantName,cleanedPlantName,sciName,genus,Family,itis_id,rank,notes,isConifer,compoundLeaves,longLeafThreshold
Fringetree spp.,Fringetree,Chionanthus,Chionanthus,Oleaceae,32948,genus,,0,NA,NA
Spicebush spp.,Spicebush,Lindera,Lindera,Lauraceae,18146,genus,,0,NA,NA
Bebb willow,Bebb's willow,Salix bebbiana,Salix,Salicaceae,22507,species,,0,NA,NA
Dpwny arrowwood,Downy arrowwood,Viburnum rafinesqueanum,Viburnum,Adoxaceae,823482,species,,0,NA,NA
Downy arrowwood,Downy arrowwood,Viburnum rafinesqueanum,Viburnum,Adoxaceae,823482,species,,0,NA,NA
Deutzia spp.,Deutzia,Deutzia,Deutzia,Hydrangeaceae,24324,genus,,0,NA,NA
Fig spp.,Fig,Ficus,Ficus,Moraceae,19081,genus,,0,NA,NA
Muscadine,Muscadine,Vitis rotundifolia,Vitis,Vitaceae,28609,species,,0,NA,NA
Freeman maple,Freeman's maple,Acer X freemanii,Acer,Sapindaceae,500949,species,,0,NA,NA
Beaked hazelnut,Beaked hazelnut,Corylus cornuta,Corylus,Betulaceae,19507,species,,0,NA,NA
Locust spp.,Locust,Robinia,Robinia,Fabaceae,26184,genus,,0,NA,NA
Salvia,Salvia,Salvia,Salvia,Lamiaceae,32680,genus,NA,0,NA,NA
Virginia roundleaf birch,Virginia roundleaf birch,Betula uber,Betula,Betulaceae,19502,species,NA,0,NA,NA
Japanese snowball,Japanese snowball,Viburnum plicatum,Viburnum,Adoxaceae,35272,species,NA,0,NA,NA
Bigtooth maple,Bigtooth maple,Acer grandidentatum,Acer,Sapindaceae,28760,species,NA,0,NA,NA
Viburnum lantana,Viburnum lantana,Viburnum lantana,Viburnum,Adoxaceae,35264,species,NA,0,NA,NA
Linden arrowwood,Linden arrowwood,Viburnum dilatatum,Viburnum,Adoxaceae,505677,species,NA,0,NA,NA
Fraser fir,Fraser fir,Abies fraseri,Abies,Pinaceae,181829,species,NA,1,NA,NA
Red spruce,Red spruce,Picea rubens,Picea,Pinaceae,18034,species,NA,1,NA,NA
Pinkshell azalea,Pinkshell azalea,Rhododendron vaseyi,Rhododendron,Ericaceae,23730,species,NA,0,NA,NA
Crapemyrtle,Crapemyrtle,Lagerstroemia indica,Lagerstroemia,Lythraceae,27110,species,NA,0,NA,NA
Smooth sumac,Smooth sumac,Rhus glabra,Rhus,Anacardiaceae,28782,species,NA,0,1,NA
Chinkapin oak,Chinkapin oak,Quercus muehlenbergii,Quercus,Fagaceae,504714,species,NA,0,NA,NA
Box elder,Box elder,Acer negundo,Acer,Sapindaceae,28749,species,NA,0,1,NA
Clethra alnifolia,Clethra alnifolia,Clethra alnifolia,Clethra,Clethraceae,23454,species,NA,0,NA,NA
Mountain-ash spp.,Mountain-ash,Sorbus,Sorbus,Rosaceae,25318,genus,NA,0,NA,NA
Gambel oak,Gambel's oak,Quercus gambelii,Quercus,Fagaceae,19337,genus,NA,0,NA,NA
Boxwood spp.,Buxus,Buxus,Buxus,Buxaceae,28022,genus,NA,0,NA,NA
L,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Sweetshrub spp.,Sweetshrub,Calycanthus,Calycanthus,Calycanthaceae,18139,genus,NA,0,NA,NA
Hornbeam spp.,Hornbeam,Carpinus,Carpinus,Betulaceae,19503,genus,NA,0,NA,NA
Chestnut spp.,Chestnut,Castanea,Castanea,Fagaceae,19451,genus,NA,0,NA,NA
Chickasaw plum,Chickasaw plum,Prunus angustifolia,Prunus,NA,NA,species,,0,NA,NA
Prunus angustifolia,Prunus angustifolia,Prunus angustifolia,Prunus,NA,NA,species,,0,NA,NA
Euonymus,Euonymus,Euonymus,Euonymus,Celastraceae,27945,genus,NA,NA,NA,NA
Balsam fir,Balsam fir,Abies balsamea,Abies,Pinaceae,18032,species,NA,1,NA,NA
Minniebush,Minniebush,Menziesia pilosa,Menziesia,Ericaceae,23685,species,NA,NA,NA,NA
Cornus racemosa,Cornus racemosa,Cornus racemosa,Cornus,Cornaceae,501635,species,NA,NA,NA,NA
Coastal plain willow,Coastal plain willow,Salix caroliniana,Salix,Salicaceae,22516,species,NA,NA,NA,NA
Viburnum opulus,Viburnum opulus,Viburnum opulus,Viburnum,Adoxaceae,35270,species,NA,NA,NA,NA
Burningbush,Burningbush,Euonymus alatus,Euonymus,Celastraceae,27946,species,NA,NA,NA,NA
Northern bayberry,Northern bayberry,Morella pensylvanica,Morella,Myricaceae,507904,species,NA,NA,NA,NA
Coastal sweetpepperbush,Coastal sweetpepperbush,Clethra alnifolia,Clethra,Clethraceae,23454,species,NA,NA,NA,NA
Desert olive,Desert olive,Forestiera pubescens,Forestiera,Oleaceae,32957,species,NA,NA,NA,NA
Nanking cherry,Nanking cherry,Prunus tomentosa,Prunus,Rosaceae,504627,species,NA,NA,NA,NA
Allegheny blackberry,Allegheny blackberry,Rubus allegheniensis,Rubus,Rosaceae,24866,species,NA,NA,NA,NA
Japanese yew,Japanese yew,Taxus cuspidata,Taxus,Taxaceae,194886,species,NA,NA,NA,NA
Star magnolia,Star magnolia,Magnolia stellata,Magnolia,Magnoliaceae,506192,species,NA,NA,NA,NA
Scarlet hawthorn,Scarlet hawthorn,Crataegus coccinea,Crataegus,Rosaceae,24549,species,NA,NA,NA,NA
Oriental arborvitae,Oriental arborvitae,Platycladus orientalis,Platycladus,Cupressaceae,183445,species,NA,NA,NA,NA
Burning bush,Burning bush,Euonymus alatus,Euonymus,Celastraceae,27946,species,NA,NA,NA,NA
Rosa nutkana,Rosa nutkana,Rosa nutkana,Rosa,Rosaceae,24835,species,NA,NA,NA,NA
Western serviceberry,Western serviceberry,Amelanchier alnifolia,Amelanchier,Rosaceae,25109,species,NA,NA,NA,NA
Western redcedar,Western redcedar,Thuja plicata,Thuja,Cupressaceae,18044,species,NA,1,NA,NA
Rubus spectabilis,Rubus spectabilis,Rubus spectabilis,Rubus,Rosaceae,25051,species,NA,NA,NA,NA
Oemleria cerasiformis,Oemleria cerasiformis,Oemleria cerasiformis,Oemleria,Rosaceae,25268,species,NA,NA,NA,NA
Western hemlock,Western hemlock,Tsuga heterophylla,Tsuga,Pinaceae,183400,species,NA,1,NA,NA
Vaccinium parvifolium,Vaccinium parvifolium,Vaccinium parvifolium,Vaccinium,Ericaceae,23612,species,NA,NA,NA,NA
Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron,Ericaceae,520050,species,NA,NA,NA,NA
Douglas-fir,Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,183424,species,NA,1,NA,NA
Populus trichocarpa,Populus trichocarpa,Populus trichocarpa,Populus,Salicaceae,195735,species,NA,NA,NA,NA
Spiraea douglasii,Spiraea douglasii,Spiraea douglasii,Spiraea,Rosaceae,25334,species,NA,NA,NA,NA
Western white pine,Western white pine,Pinus monticola,Pinus,Pinaceae,183356,species,NA,1,NA,NA
Grand fir,Grand fir,Abies grandis,Abies,Pinaceae,183284,species,NA,1,NA,NA
Acer circinatum,Acer circinatum,Acer circinatum,Acer,Sapindaceae,28740,species,NA,NA,NA,NA
Red alder,Red alder,Alnus rubra,Alnus,Betulaceae,19474,species,NA,NA,NA,NA
Sweetleaf,Sweetleaf,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,NA,NA,NA,NA
Eastern white cedar,Eastern white cedar,Thuja occidentalis,Thuja,Cupressaceae,505490,species,NA,1,NA,NA
Allegheny serviceberry,Allegheny serviceberry,Amelanchier arborea,Amelanchier,Rosaceae,25110,species,NA,NA,NA,NA
Peachleaf willow,Peachleaf willow,Salix amygdaloides,Salix,Salicaceae,22499,species,NA,NA,NA,NA
Wayfaring tree,Wayfaring tree,Viburnum lantana,Viburnum,Adoxaceae,35264,species,NA,NA,NA,NA
"Used to be n/a, did not check location change box",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Used to be white fir did not check location change box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus spp. (northern spy),Malus domestica,Malus domestica,Malus,Rosaceae,516655,species,NA,NA,NA,NA
Prunus spp. (mount royal plum),Prunus domestica,Prunus domestica,Prunus,Rosaceae,24774,species,NA,NA,NA,NA
Aesculus carnea (x hippocastanum & pavia),Aesculus X carnea,Aesculus X carnea,Aesculus,Sapindaceae,507853,species,NA,NA,1,NA
Used to be oak spp and checked location change box,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japanes tree lilac,Syringa reticulata,Syringa reticulata,Syringa,Oleaceae,507196,species,NA,NA,NA,NA
Swamp red oak,Quercus shumardii,Quercus shumardii,Quercus,Fagaceae,19417,species,NA,NA,NA,NA
Crab apple spp,Malus,Malus,Malus,Rosaceae,25254,genus,NA,NA,NA,NA
Crab apple,Malus,Malus,Malus,Rosaceae,25254,genus,NA,NA,NA,NA
Canada plum,Prunus nigra,Prunus nigra,Prunus,Rosaceae,24796,species,NA,NA,NA,NA
Asian pear,Pyrus pyrifolia,Pyrus pyrifolia,Pyrus,Rosaceae,25296,species,NA,NA,NA,NA
Dove tree,Davidia involucrata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sambucus pubens,Sambucus racemosa,Sambucus racemosa,Sambucus,Adoxaceae,35326,species,NA,NA,NA,NA
Currant spp.,Ribes,Ribes,Ribes,Grossulariaceae,24448,genus,NA,NA,NA,NA
Common hibiscus,Hibiscus,Hibiscus,Hibiscus,Malvaceae,21611,genus,NA,NA,NA,NA
Fir spp.,Abies,Abies,Abies,Pinaceae,18031,genus,NA,1,NA,NA
Spruce spp.,Picea,Picea,Picea,Pinaceae,18033,genus,NA,1,NA,NA
Eugenia foetida - spanish stopper,Eugenia foetida,Eugenia foetida,Eugenia,Myrtaceae,27208,species,NA,NA,NA,NA
Coccoloba diversifolia - pigeon plum,Coccoloba diversifolia,Coccoloba diversifolia,Coccoloba,Polygonaceae,21038,species,NA,NA,NA,NA
Capparis cynophallophora - jamaican caper,Quadrella cynophallophora,Quadrella cynophallophora,Quadrella,Capparaceae,823036,species,NA,NA,NA,NA
Krugiodendron ferreum - ironwood,Krugiodendron ferreum,Krugiodendron ferreum,Krugiodendron,Rhamnaceae,28558,species,NA,NA,NA,NA
Ardisia escallonioides - marlberry,Ardisia escallonioides,Ardisia escallonioides,Ardisia,Primulaceae,836229,species,NA,NA,NA,NA
Psychotria tenuifolia - wild coffee,Psychotria tenuifolia,Psychotria tenuifolia,Psychotria,Rubiaceae,35128,species,NA,NA,NA,NA
Eugenia axillaris - white stopper,Eugenia axillaris,Eugenia axillaris,Eugenia,Myrtaceae,27199,species,NA,NA,NA,NA
Gymnanthes lucida - crabwood,Gymnanthes lucida,Gymnanthes lucida,Gymnanthes,Euphorbiaceae,502845,species,NA,NA,NA,NA
Guapira discolor - blolly,Guapira discolor,Guapira discolor,Guapira,Nyctaginaceae,19595,species,NA,NA,NA,NA
Spondias purpurea - jocote,Spondias purpurea,Spondias purpurea,Spondias,Anacardiaceae,28817,species,NA,NA,NA,NA
Randia aculeata - white indigoberry,Randia aculeata,Randia aculeata,Randia,Rubiaceae,35131,species,NA,NA,NA,NA
Common pinyon,Pinus edulis,Pinus edulis,Pinus,Pinaceae,183336,species,NA,1,NA,NA
Carpinus caroliniana,Carpinus caroliniana,Carpinus caroliniana,Carpinus,Betulaceae,19504,species,NA,NA,NA,NA
Elder,Elder,Sambucus nigra,Sambucus,Adoxaceae,35324,species,NA,NA,NA,NA
Roundleaf serviceberry,Roundleaf serviceberry,Amelanchier sanguinea,Amelanchier,Rosaceae,25119,species,NA,NA,NA,NA
Painted buckeye,Painted buckeye,Aesculus sylvatica,Aesculus,Sapindaceae,28724,species,NA,NA,1,NA
Lagerstroemia indica,Lagerstroemia indica,Lagerstroemia indica,Lagerstroemia,Lythraceae,27110,species,NA,NA,NA,NA
Cleyera spp.,Cleyera,Cleyera,Cleyera,Pentaphylacaceae,21379,genus,NA,NA,NA,NA
Thuja spp.,Thuja,Thuja,Thuja,Cupressaceae,18043,genus,NA,1,NA,NA
Common blue-beard,Caryopteris,Caryopteris,Caryopteris,Lamiaceae,500839,genus,NA,NA,NA,NA
Blue cedar,Cedrus libani,Cedrus libani,Cedrus,Pinaceae,183406,species,NA,1,NA,NA
Thorny olive,Thorny olive,Elaeagnus pungens,Elaeagnus,Elaeagnaceae,502223,species,NA,NA,NA,NA
White pine,White pine,Pinus strobus,Pinus,Pinaceae,183385,species,NA,1,NA,NA
Boston fern,Boston fern,Nephrolepis cordifolia,Nephrolepis,Nephrolepidaceae,17604,species,NA,NA,NA,NA
Coffea canephora,Coffea canephora,Coffea canephora,Coffea,Rubiaceae,506060,species,NA,NA,NA,NA
Pacific dogwood,Pacific dogwood,Cornus nuttallii,Cornus,Cornaceae,27809,species,NA,NA,NA,NA
Florida anise,Florida anise,Illicium floridanum,Illicium,Schisandraceae,18083,species,NA,NA,NA,NA
Black tupelo,Black tupelo,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,NA,NA,NA,NA
Ponderosa pine,Ponderosa pine,Pinus ponderosa,Pinus,Pinaceae,183365,species,NA,1,NA,NA
Colorado pinyon,Colorado pinyon,Pinus edulis,Pinus,Pinaceae,183336,species,NA,1,NA,NA
Populus tremuloides,Populus tremuloides,Populus tremuloides,Populus,Salicaceae,195773,species,NA,NA,NA,NA
Thuja occidentalis,Thuja occidentalis,Thuja occidentalis,Thuja,Cupressaceae,505490,species,NA,1,NA,NA
Prunus serotina,Prunus serotina,Prunus serotina,Prunus,Rosaceae,24764,species,NA,NA,NA,NA
Quercus falcata,Quercus falcata,Quercus falcata,Quercus,Fagaceae,19277,species,NA,NA,NA,NA
Sassafras albidum,Sassafras albidum,Sassafras albidum,Sassafras,Lauraceae,18158,species,NA,NA,NA,NA
Liquidambar styraciflua,Liquidambar styraciflua,Liquidambar styraciflua,Liquidambar,Altingiaceae,19027,species,NA,NA,NA,NA
Nyssa sylvatica,Nyssa sylvatica,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,NA,NA,NA,NA
Acer rubrum,Acer rubrum,Acer rubrum,Acer,Sapindaceae,28728,species,NA,NA,NA,NA
Vaccinium stamineum,Vaccinium stamineum,Vaccinium stamineum,Vaccinium,Ericaceae,23615,species,NA,NA,NA,NA
Ilex opaca,Ilex opaca,Ilex opaca,Ilex,Aquifoliaceae,27982,species,NA,NA,NA,NA
Quercus rubra,Quercus rubra,Quercus rubra,Quercus,Fagaceae,19408,species,NA,NA,NA,NA
Quercus alba,Quercus alba,Quercus alba,Quercus,Fagaceae,19290,species,NA,NA,NA,NA
Salix amygdaloides,Salix amygdaloides,Salix amygdaloides,Salix,Salicaceae,22499,species,NA,NA,NA,NA
Chittamwood,Chittamwood,Sideroxylon lanuginosum ssp. lanuginosum,NA,Sapotaceae,524695,subspecies,NA,NA,NA,NA
Juniperus virginiana,Juniperus virginiana,Juniperus virginiana,Juniperus,Cupressaceae,18048,species,NA,1,NA,NA
Ligustrum japonicum,Ligustrum japonicum,Ligustrum japonicum,Ligustrum,Oleaceae,503449,species,NA,NA,NA,NA
Quercus shumardii,Quercus shumardii,Quercus shumardii,Quercus,Fagaceae,19417,species,NA,NA,NA,NA
Elaeagnus angustifolia,Elaeagnus angustifolia,Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,27770,species,NA,NA,NA,NA
Magnolia grandiflora,Magnolia grandiflora,Magnolia grandiflora,Magnolia,Magnoliaceae,18074,species,NA,NA,NA,NA
Two-wing silverbell,Two-wing silverbell,Halesia diptera,Halesia,Styracaceae,23865,species,NA,NA,NA,NA
Katsura,Katsura,Cercidiphyllum,Cercidiphyllum,Cercidiphyllaceae,500192,genus,NA,NA,NA,NA
