ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2021-07-09 00:00:09"
5,iNaturalistSurveySubmission,0,0,"2021-07-09 00:00:09"
6,iNaturalistIdentificationFetch,0,0,"2021-07-05 08:40:01"
