ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,0,0,"2025-09-15 00:00:05"
5,iNaturalistSurveySubmission,0,0,"2025-09-15 00:00:04"
6,iNaturalistIdentificationFetch,1,0,"2025-09-08 10:00:06"
