ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,0,0,"2021-08-16 00:00:09"
5,iNaturalistSurveySubmission,0,0,"2021-08-16 00:00:08"
6,iNaturalistIdentificationFetch,1,0,"2021-08-09 09:57:09"
