ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,0,0,"2025-06-17 00:00:03"
5,iNaturalistSurveySubmission,0,0,"2025-06-17 00:00:04"
6,iNaturalistIdentificationFetch,0,0,"2025-06-16 10:00:06"
