ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2023-07-28 00:00:04"
5,iNaturalistSurveySubmission,0,0,"2023-07-28 00:00:05"
6,iNaturalistIdentificationFetch,0,0,"2023-07-24 10:00:04"
