ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2024-05-23 00:00:04"
5,iNaturalistSurveySubmission,0,0,"2024-05-23 00:00:04"
6,iNaturalistIdentificationFetch,0,0,"2024-05-20 10:00:05"
