ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,0,0,"2023-07-13 00:00:04"
5,iNaturalistSurveySubmission,1,0,"2023-07-13 00:00:05"
6,iNaturalistIdentificationFetch,0,0,"2023-07-10 10:00:04"
