ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2022-08-17 00:00:06"
5,iNaturalistSurveySubmission,0,0,"2022-08-17 00:00:04"
6,iNaturalistIdentificationFetch,0,0,"2022-08-15 01:54:05"
