ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2022-06-14 00:00:06"
5,iNaturalistSurveySubmission,0,0,"2022-06-14 00:00:05"
6,iNaturalistIdentificationFetch,0,0,"2022-06-13 10:00:05"
