ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,0,0,"2025-12-12 00:00:03"
5,iNaturalistSurveySubmission,0,0,"2025-12-12 00:00:04"
6,iNaturalistIdentificationFetch,0,0,"2025-12-08 10:00:03"
