ID,Name,Processing,Iteration,UTCLastCalled
4,SciStarterCollectionSubmission,1,0,"2025-07-28 00:00:04"
5,iNaturalistSurveySubmission,0,0,"2025-07-28 00:00:03"
6,iNaturalistIdentificationFetch,1,0,"2025-07-21 10:00:04"
